51306615378,cdc,214,216
51306641198,ffg,190,260
51306647161,cfc,223,116
51306656034,agg,228,109
51306672463,cfa,197,64
51306688705,cef,171,118
51306707416,abe,171,119
51306732285,gdb,285,40
51306732464,bfg,4,93
51306735888,fge,8,247
51306767481,bgb,152,13
51306811845,cfb,116,25
51306888380,bfd,213,154
51306888533,beg,177,45
51306892249,fde,289,12
51306913875,edb,244,115
51306942086,fad,250,328
51306977892,gcc,219,88
51306987548,bgd,164,311
51306989929,ebd,24,9
51307030712,gfc,103,304
51307031577,gea,287,198
51307040664,feg,215,276
51307089731,cac,227,219
51307101018,cdf,183,254
51307105654,gad,204,16
51307116297,edg,41,33
51307117608,bcc,103,30
51307136791,cdg,271,9
51307143563,dba,299,273
51307148529,ccf,271,285
51307149465,aba,139,57
51307158183,gda,203,280
51307161452,agc,113,289
51307170379,gfe,131,145
51307220515,ddf,175,76
51307223536,fgd,131,217
51307227050,fgd,58,236
51307234623,bcg,196,76
51307242419,bbd,25,108
51307261992,bbe,4,216
51307264603,fcb,204,259
51307277381,ead,134,137
51307277997,bbg,288,64
51307279001,fga,132,116
51307291668,bcc,166,31
51307294692,bfe,31,16
51307316411,gdc,145,56
51307317147,gbg,14,141
51307324625,gbc,185,130
51307328364,bgg,187,204
51307336209,fcc,285,341
51307338248,ced,50,13
51307340489,def,275,118
51307342640,efa,138,221
51307345590,aga,295,235
51307349556,cbd,209,144
51307351765,eae,119,220
51307370994,dfg,86,103
51307402458,cfb,117,23
51307447281,deg,279,131
51307450303,fbc,163,113
51307455862,egd,129,201
51307468881,bfe,189,15
51307484208,cfe,236,275
51307485388,bgb,115,13
51307488756,cgd,19,236
51307508837,gcd,276,85
51307516937,ceg,18,280
51307517154,dgf,66,162
51307524470,eed,295,239
51307532566,dbd,53,95
51307533269,ceb,63,22
51307567827,fcf,41,251
51307593207,ddd,38,78
51307615628,gba,50,183
51307633699,bdd,122,178
51307635227,dcf,258,126
51307647373,cde,167,293
51307678101,gaf,198,262
51307711876,fga,188,131
51307746059,bcf,256,224
51307753235,aff,234,272
51307782199,ggd,208,216
51307806610,bbe,94,192
51307825825,daf,239,239
51307826007,beg,96,44
51307827857,ada,149,282
51307844481,bag,177,295
51307852787,fbg,156,123
51307864601,cdg,70,9
51307864826,eff,134,196
51307869510,fgb,31,273
51307870043,bfb,260,28
51307877454,gce,30,153
51307880950,ebe,36,58
51307937655,age,163,184
51307958660,bbc,51,146
51307959202,dfd,96,155
51307960458,dfb,100,192
51307961437,fcc,291,313
51307969243,ade,15,135
51307979725,ecf,245,214
51307983109,fac,82,77
51308000756,dea,15,171
51308015253,abb,215,148
51308022280,gec,269,155
51308035402,adg,144,203
51308066056,ggf,110,157
51308095652,fca,182,26
51308136966,aba,257,60
51308139731,aab,177,63
51308143165,dcd,177,179
51308146030,fba,247,253
51308177576,bgf,57,149
51308233719,cgg,106,44
51308273886,ffc,263,262
51308314178,eac,79,206
51308316117,fea,160,257
51308331024,cce,209,112
51308331310,cbf,260,117
51308371563,bef,273,219
51308374186,ggb,51,49
51308379066,efc,223,128
51308399515,dac,291,176
51308417954,ddg,95,115
51308438185,dag,79,73
51308454336,ded,192,125
51308460238,dad,59,74
51308481074,gfg,200,279
51308482347,bcd,35,150
51308487012,aba,274,58
51308499566,aac,131,97
51308515193,agd,259,61
51308526485,gff,160,67
51308530418,geg,22,292
51308531140,bea,230,20
51308558528,dec,42,312
51308585550,ecg,156,27
51308619226,ece,41,174
51308641362,add,127,214
51308689363,bab,297,80
51308691414,gef,141,213
51308693215,fbg,51,142
51308715667,eea,222,252
51308726883,acg,202,80
51308757096,dbe,95,326
51308759857,ege,57,116
51308768241,gfg,270,225
51308784501,egc,202,99
51308805675,fdg,210,89
51308850234,dbb,100,168
51308885938,bfd,161,146
51308896210,adb,7,78
51308904199,baf,297,141
51308917957,adc,227,173
51308922897,aeb,256,37
51308923558,cbe,292,173
51308934262,cdf,31,226
51308952166,cag,264,214
51309012639,ece,98,158
51309014520,eag,37,211
51309019442,caa,180,70
51309022160,dgg,18,7
51309026185,bda,103,241
51309043316,aea,255,51
51309048667,gbb,15,252
51309052851,cgb,20,36
51309053209,fcg,271,210
51309067343,gaf,237,298
51309070416,ecc,67,68
51309073363,gdg,30,161
51309097569,cag,291,224
51309099602,fff,122,122
51309117710,gfa,46,114
51309126553,eaa,270,239
51309134545,ggf,285,150
51309135978,bad,40,195
51309150214,fag,286,336
51309155053,baa,197,156
51309163377,bfg,150,83
51309198073,cbg,279,143
51309252895,ede,194,302
51309254533,fac,223,66
51309254734,beb,43,97
51309260294,bbb,295,121
51309262061,ccd,275,209
51309268526,cea,219,179
51309271407,bde,102,310
51309271990,dcc,89,145
51309288745,cgc,129,68
51309289317,adf,43,144
51309290210,feb,209,295
51309304978,dee,290,266
51309307771,ddf,65,64
51309315773,gcb,204,173
51309350126,dgd,149,107
51309353535,ccg,119,15
51309358110,efb,189,197
51309368385,bae,233,170
51309382831,aae,186,206
51309389242,cdd,79,58
51309392790,abf,237,143
51309402891,ebf,92,248
51309408184,cfc,289,113
51309436925,abc,117,204
51309442014,gfb,208,69
51309448930,dbe,36,260
51309462842,fbc,196,107
51309483153,eda,129,226
51309484052,ebb,198,247
51309487796,dae,140,123
51309503349,cga,36,254
51309503964,bed,297,245
51309510132,dgc,24,208
51309538945,adg,148,203
51309553771,bba,130,136
51309563099,fef,53,219
51309576863,dfc,64,277
51309580219,dga,153,249
51309591963,ggc,245,68
51309602631,bec,106,163
51309607325,dfe,81,184
51309615566,dce,70,154
51309621466,gfc,67,319
51309621556,bge,231,292
51309621986,gcf,41,151
51309622161,dbf,60,172
51309634067,gbe,217,219
51309647027,bgg,178,197
51309647096,bab,137,72
51309652160,aef,23,32
51309680260,aec,137,118
51309681095,efg,95,84
51309689916,ebe,116,49
51309694558,eef,217,90
51309702697,afg,38,30
51309717869,ead,170,117
51309733152,eaf,33,90
51309738060,gac,108,158
51309740847,agb,160,23
51309743370,eeb,195,239
51309754759,efd,294,252
51309758176,egg,217,47
51309762260,cee,18,304
51309765643,gdf,76,176
51309766991,agf,16,241
51309772096,cbc,258,217
51309776148,ccc,137,193
51309785581,bbd,7,96
51309788342,dff,267,276
51309795316,cgf,297,26
51309814453,ada,35,265
51309816890,gff,231,57
51309820588,eec,35,46
51309827250,ecb,285,293
51309845688,bce,167,216
51309848937,bfa,284,262
51309852927,gcf,16,172
51309866610,ebc,241,91
51309874107,ded,177,132
51309897803,bee,105,116
51309898082,dbg,247,31
51309899754,bge,264,300
51309903493,gge,86,238
51309929371,cbd,231,152
51309930444,gbb,32,294
51309937091,afd,93,20
51309942478,bga,231,74
51309962544,cfg,232,113
51309980817,afe,264,342
51309980859,gee,123,59
51309985865,gbf,131,100
51309995184,ccb,53,138
51309996153,gaa,254,198
51309999899,bgc,264,47
51310022109,egb,16,183
51310040118,faa,70,156
51310051602,cce,49,122
51310056787,edf,273,274
51310062120,fda,284,314
51310087982,ffa,263,272
51310100605,aca,66,77
51310120594,eeg,131,215
51310178189,afb,277,19
51310183735,efd,156,262
51310191709,gea,146,219
51310215336,gdc,123,63
51310222605,aaf,224,209
51310245747,afc,49,162
51310248819,bga,97,72
51310257356,egf,233,37
51310268325,eed,172,205
51310274221,eab,70,169
51310277083,dee,22,311
51310294737,cba,30,194
51310327188,afd,1,21
51310329797,fag,1,393
51310337516,bbd,187,96
51310345090,efb,153,200
51310356093,geg,184,344
51310375207,gca,74,114
51310426382,gaa,283,207
51310433485,fbc,46,121
51310441043,gga,23,281
51310452084,bcf,245,183
51310459324,gdd,35,33
51310467654,gdb,128,44
51310485971,gae,83,187
51310502658,cfg,215,93
51310505379,dfa,43,98
51310548030,aed,258,249
51310548993,efg,276,92
51310593182,bac,57,93
51310607706,fff,33,129
51310619245,agd,138,59
51310660365,ccb,99,144
51310663661,bgd,230,348
51310674497,fef,126,238
51310690072,efb,174,198
51310764479,efd,26,259
51310766145,cad,154,170
51310773313,ddg,97,97
51310821727,eba,132,228
51310832080,cfc,137,97
51310856691,fbd,8,84
51310857226,cca,65,7
51310881215,acd,66,160
51310899219,cce,166,126
51310902233,fdb,41,192
51310909141,gac,103,135
51310932600,fab,74,68
51310942848,bgf,78,129
51310947289,gad,230,16
51310968211,bdg,279,175
51310980878,cbe,79,193
51310987623,cfg,27,95
51310992899,gce,165,165
51310996906,abd,120,117
51311009825,ggd,167,185
51311053420,eed,251,231
51311059642,fee,137,301
51311060586,bdc,193,152
51311072435,agc,112,254
51311076969,gfc,133,338
51311087941,ace,12,20
51311092174,cee,32,291
51311109237,dge,128,299
51311159753,cef,36,113
51311166721,gba,227,166
51311167092,gde,185,256
51311167250,cda,201,113
51311180610,afg,57,35
51311186357,dcf,262,107
51311191408,afb,201,17
51311196647,dfd,41,147
51311200818,caf,261,29
51311203871,dab,92,272
51311222623,fea,17,221
51311241190,baa,206,173
51311241208,ccf,62,304
51311247783,dcc,112,118
51311259474,eae,264,255
51311262185,dca,215,43
51311264087,afe,258,369
51311274317,daf,34,277
51311290381,ffd,285,109
51311295073,daa,40,308
51311320126,bgf,37,103
51311333858,efa,196,260
51311340076,bbf,159,37
51311340295,ggb,123,40
51311362078,cbc,165,197
51311375145,gfg,133,204
51311396265,bdg,164,203
51311414523,gag,102,188
51311446759,bed,79,284
51311452083,fbd,225,99
51311472492,aed,94,201
51311488238,cdb,205,203
51311491721,gaf,158,268
51311499257,bff,77,47
51311526311,dcc,127,128
51311533197,ebc,227,91
51311554052,fdc,285,74
51311596821,fge,212,219
51311620865,caa,62,58
51311635782,dec,255,255
51311641371,cca,212,6
51311648458,cbb,54,9
51311650019,bab,242,85
51311721633,bbf,62,34
51311746772,dac,57,149
51311766644,dag,256,83
51311840667,cec,283,228
51311851460,eag,50,223
51311867734,bbd,114,110
51311887424,ccc,166,214
51311932837,ebg,12,91
51311962955,fcd,222,303
51311968674,eaa,92,262
51311989806,agg,210,94
51312012139,bfd,267,157
51312023844,bca,197,44
51312029293,adf,272,135
51312037073,cab,72,233
51312060465,dcg,128,158
51312062987,gad,68,14
51312066074,cde,237,342
51312074924,gfa,277,98
51312090600,bgf,268,106
51312099290,bgc,162,51
51312123000,cdc,238,222
51312140938,egc,124,104
51312160207,ddb,39,92
51312179827,ebd,39,7
51312184057,gab,118,214
51312200460,fde,14,9
51312206239,bee,296,138
51312225656,abg,101,222
51312257282,fda,281,276
51312263571,efe,237,318
51312289401,fga,132,129
51312304989,cfb,147,25
51312350709,gee,284,64
51312351975,cge,27,175
51312355679,bfd,177,135
51312359581,gde,288,304
51312376519,gbe,129,229
51312388282,cfd,54,270
51312393582,dcd,41,202
51312406641,afa,226,169
51312411112,bbg,238,53
51312412689,fbb,194,229
51312422967,eca,1,119
51312431688,bdd,260,192
51312449185,dbd,262,79
51312489242,aba,58,52
51312490098,edc,97,146
51312519255,cbf,66,117
51312537482,aeb,215,42
51312562978,acb,139,121
51312588843,ecd,159,36
51312617546,bbg,50,62
51312659435,daf,160,254
51312662120,eea,128,272
51312668484,bbc,250,121
51312672135,dgd,296,121
51312672322,fae,181,107
51312698702,cbg,77,114
51312731319,gda,76,316
51312742168,ggg,10,69
51312751992,aeg,15,71
51312757831,bab,78,99
51312763982,gac,154,147
51312770476,efg,233,79
51312782964,cgg,186,44
51312798020,gbd,127,58
51312820342,edg,125,37
51312820647,aad,273,276
51312833617,fed,33,99
51312863424,gaa,101,165
51312865833,aag,288,47
51312866624,bdd,24,213
51312874766,acc,155,65
51312885169,bdf,226,332
51312900707,gcg,267,235
51312901750,cac,10,251
51312903428,gdd,241,37
51312914468,dbb,50,166
51312917166,acd,132,172
51312923459,fbc,191,130
51312923647,agd,15,51
51312931232,egc,296,91
51312949536,bfc,224,145
51312966629,abc,222,208
51313002799,cgd,41,271
51313004644,bde,212,306
51313023923,fce,54,82
51313025448,fba,186,270
51313026365,dcf,166,115
51313027787,ffd,149,114
51313028741,cae,86,234
51313029022,abf,221,160
51313081368,dfa,110,87
51313096041,edb,278,129
51313110155,ffc,101,285
51313112666,bac,122,93
51313163587,dgb,210,266
51313180091,adc,107,150
51313195661,cff,147,119
51313202800,cgg,183,39
51313210951,ecd,123,41
51313240199,bdc,298,155
51313240752,efd,128,246
51313256640,agf,204,200
51313276158,dbe,54,304
51313284054,cbe,54,162
51313292873,fgg,236,145
51313300839,bbg,97,70
51313303388,cfg,239,90
51313318134,aag,58,43
51313319552,faa,70,179
51313334708,ced,229,12
51313344098,dda,10,287
51313368490,fdg,237,97
51313379174,dba,145,232
51313386625,fda,182,328
51313441143,dgf,20,183
51313442428,gbd,244,56
51313442446,eda,238,212
51313445610,dcb,98,83
51313450012,ecd,288,33
51313455751,gge,257,235
51313457473,cad,143,147
51313479794,ged,40,10
51313500914,fbc,196,150
51313526541,efc,63,151
51313534376,ged,8,10
51313555964,aaa,7,226
51313563001,bdb,57,50
51313578569,dac,185,157
51313586845,gcb,279,143
51313617183,bdd,283,242
51313617623,gca,289,114
51313682629,abb,195,119
51313691602,fde,103,10
51313731505,add,16,194
51313739689,cac,257,253
51313741963,dde,283,87
51313751828,gfe,239,166
51313762040,ece,261,178
51313777516,gdf,222,205
51313815974,fca,144,23
51313820110,def,289,133
51313853255,aac,234,79
51313878375,dae,290,103
51313895289,fcf,62,218
51313899468,dad,205,61
51313908793,fdf,261,143
51313924250,bcg,1,88
51313934154,abe,151,122
51313958571,ddg,280,115
51313970589,faf,293,199
51313979447,bdg,192,190
51314019184,egd,157,182
51314020049,edd,52,232
51314042880,bdf,133,351
51314060985,gfd,131,30
51314065916,acb,297,143
51314083073,ccg,113,13
51314099558,fbg,23,166
51314106527,eaf,103,90
51314107649,ade,38,137
51314122584,fad,207,350
51314141069,dfc,10,304
51314146577,bcg,68,93
51314146590,egf,128,43
51314147024,cfe,158,236
51314157971,cbb,15,9
51314167195,fge,34,234
51314179281,afc,37,181
51314206481,fef,294,264
51314218018,ebc,153,80
51314218461,fdb,76,190
51314231535,fdd,180,292
51314240027,ega,33,258
51314264978,aff,14,293
51314274915,ggb,224,36
51314290132,abe,82,109
51314314323,eeg,39,180
51314332908,fgd,101,280
51314337703,fcg,287,247
51314349613,fee,256,358
51314353078,efe,104,318
51314353403,gec,286,178
51314354766,bga,241,61
51314360375,fec,264,189
51314366912,acf,222,7
51314411615,aga,47,232
51314421210,feg,161,270
51314421600,edc,15,156
51314474357,dfe,13,211
51314500462,agg,91,92
51314506295,dgf,189,212
51314545696,bgf,243,95
51314567245,gcb,41,128
51314587095,cbg,208,95
51314603283,ebf,139,267
51314613348,eeb,216,241
51314622869,ceg,155,288
51314626299,add,232,162
51314631303,aee,233,329
51314643163,gdg,60,146
51314674267,ddf,115,64
51314682345,gee,90,71
51314707972,cag,156,201
51314715041,ecb,2,275
51314723718,age,7,176
51314734038,fgc,90,190
51314738622,ffe,131,279
51314751831,dgc,45,170
51314770276,cag,287,188
51314770366,cef,134,94
51314797550,cfc,109,92
51314806707,cde,247,389
51314813180,fbe,172,5
51314822242,bff,137,51
51314827177,bag,6,247
51314842069,bcc,223,26
51314847107,bae,156,188
51314848776,fgf,9,98
51314877860,cde,32,322
51314897772,ecg,256,30
51314920954,dfa,176,93
51314921791,fbc,213,122
51314924162,eee,268,80
51314968347,geb,149,155
51314990366,ccf,78,358
51314995316,bfb,172,29
51314999332,afd,40,18
51315002089,faa,76,211
51315017997,dga,215,244
51315054074,dgg,126,8
51315056959,bgb,269,12
51315057935,bcc,79,21
51315095206,aed,148,178
51315170432,cae,33,210
51315209685,faa,174,183
51315210866,afc,202,177
51315217764,abe,165,106
51315225998,ddc,297,135
51315247870,cgf,76,25
51315270155,fbg,104,167
51315274457,cge,70,159
51315308479,geb,295,128
51315308842,fea,284,201
51315334618,baa,266,153
51315347780,ffg,6,247
51315353813,fbd,173,89
51315399368,beg,96,35
51315412515,gff,97,50
51315427449,gbb,129,267
51315448698,dea,114,169
51315450388,gcg,113,235
51315467054,deb,27,116
51315517265,eff,212,223
51315526451,fcb,60,217
51315532067,ecb,168,261
51315538050,beg,155,32
51315559794,aea,54,47
51315561284,cdd,208,59
51315576930,fdc,259,76
51315583650,fff,154,118
51315594515,dbb,141,179
51315605524,bed,292,269
51315624274,ebd,10,8
51315646310,age,178,165
51315658185,efd,58,268
51315672224,dge,31,301
51315681408,cdf,276,266
51315683810,bbd,166,130
51315695470,ffb,251,145
51315715800,aec,29,106
51315730242,cdg,282,7
51315741156,dcg,67,158
51315752705,bcb,130,54
51315765088,ebb,208,214
51315774749,ccd,65,200
51315777134,gag,269,150
51315791314,deg,142,154
51315821331,fac,28,56
51315851363,dbc,256,224
51315859009,bea,7,21
51315860125,ebd,286,7
51315865377,gba,186,152
51315867348,abe,139,97
51315869861,bce,175,218
51315884507,gbc,219,139
51315888004,gfc,79,270
51315898862,fbf,199,260
51315906711,cba,176,186
51315925956,ffc,54,273
51315929061,bda,293,241
51315940070,bfb,54,33
51315946062,bfg,250,91
51315957632,bbc,100,112
51315962249,dfb,285,172
51315973659,feb,45,289
51315984645,fae,66,121
51316020660,gbg,212,146
51316022868,cgb,226,40
51316028631,aab,26,51
51316061246,ceg,71,334
51316119124,cee,25,250
51316125884,ebd,113,6
51316140730,daf,189,228
51316146625,fcd,112,345
51316160108,cfa,39,72
51316162199,adb,129,63
51316168702,aga,16,264
51316197408,gcc,94,86
51316225516,afa,71,160
51316227908,gab,155,181
51316279539,gca,127,91
51316285785,adf,192,110
51316291942,gbf,283,106
51316299904,gfg,29,226
51316306308,bda,114,219
51316370988,ead,179,113
51316376378,dfg,114,91
51316376573,abf,212,153
51316381857,cga,275,228
51316402856,gcg,23,279
51316435362,bcf,157,217
51316465252,bfa,21,212
51316483566,cec,48,248
51316491673,fga,93,116
51316514505,aaf,249,183
51316542954,eae,234,255
51316547042,fgb,295,234
51316547395,afe,134,321
51316562117,bdc,208,136
51316584507,ggf,188,150
51316586714,cdg,71,7
51316649199,bef,217,210
51316651840,cfd,214,224
51316659278,agb,113,22
51316674522,geg,278,282
51316685989,edf,160,312
51316689452,ddc,154,120
51316716008,fcc,235,319
51316727936,bgb,126,12
51316739076,cag,271,180
51316745052,cbc,80,220
51316760321,fgd,8,224
51316765544,dgb,195,252
51316777750,cdb,46,207
51316786398,cdb,258,215
51316787348,ebe,188,47
51316833548,faf,54,220
51316843066,ceg,190,354
51316859299,ddd,206,63
51316880558,ffa,259,301
51316917988,acg,148,67
51316933044,afa,148,139
51316945016,agd,33,60
51316982210,bca,6,45
51316991591,adc,121,122
51317001855,gad,198,16
51317002882,abg,174,208
51317009627,cff,96,99
51317027071,ebg,93,91
51317037164,fda,145,367
51317041882,ega,138,216
51317050940,gbe,122,192
51317067747,ede,63,323
51317112381,bbe,208,211
51317137853,gcd,10,73
51317147117,gac,20,174
51317171073,egf,199,44
51317196182,aag,91,48
51317203839,gfb,123,64
51317242356,fga,137,114
51317248727,bba,1,126
51317259324,bfe,252,17
51317283009,gfa,143,98
51317307276,gga,190,334
51317314775,ffb,137,133
51317325197,bec,164,192
51317333642,dff,30,259
51317353613,dad,54,50
51317354573,agc,296,243
51317370497,fdd,228,256
51317448155,dfa,270,87
51317470007,afe,56,314
51317476197,bee,238,113
51317493612,gec,203,172
51317496287,ccc,295,179
51317520429,ddb,110,98
51317525926,ceb,173,24
51317528824,acc,260,52
51317540133,dbf,9,149
51317545968,ege,114,109
51317554731,bbb,200,141
51317557292,ggg,176,57
51317563604,acf,135,6
51317564229,edf,178,296
51317566117,bcb,109,54
51317607029,ffd,108,126
51317608125,cgc,142,65
51317610964,gdc,236,70
51317627597,egg,99,43
51317630341,aef,120,27
51317681385,gfg,108,205
51317701456,dfe,281,181
51317703669,def,16,154
51317749766,aae,190,245
51317777322,ccd,40,212
51317786668,bdd,97,193
51317817869,bad,209,156
51317836671,ecf,269,216
